id	citation_pmid	citation_url	citation_desc
trm_50f84bbdcfa4e			http://www.cantab.com/cantab-tests-One-Touch-Stockings-of-Cambridge.asp?t=Executive%20Function
trm_50f84e8ab7af8	16085207	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16085207&retmode=ref&cmd=prlinks	Cognitive predictors of psychosocial functioning outcome in schizophrenia: a follow-up study of subjects participating in a rehabilitation program.
trm_50f84e8ab7af8	16492380	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16492380&retmode=ref&cmd=prlinks	The level of prepulse inhibition in healthy individuals may index cortical modulation of early information processing.
trm_50f84e8ab7af8			http://www.cantab.com/cantab-tests-Reaction-Time.asp?t=Attention
trm_50f8516279419	6425892	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6425892&retmode=ref&cmd=prlinks	Effects of scopolamine and nicotine on human rapid information processing performance.
trm_50f8516279419	8904746	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8904746&retmode=ref&cmd=prlinks	A fronto-parietal network for rapid visual information processing: a PET study of sustained attention and working memory.
trm_50f8516279419			http://www.cantab.com/cantab-tests-Rapid-Visual-Information-Processing.asp?t=Attention
trm_50f852c084fde	25603027	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25603027&retmode=ref&cmd=prlinks	The Default Mode of Human Brain Function Primes the Intentional Stance.
trm_50f852c084fde	18703579	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18703579&retmode=ref&cmd=prlinks	Hyperthermia impairs short-term memory and peripheral motor drive transmission.
trm_50f852c084fde	17136398	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17136398&retmode=ref&cmd=prlinks	Differential responsiveness to caffeine and perceived effects of caffeine in moderate and high regular caffeine consumers.
trm_50f852c084fde			http://www.cantab.com/cantab-tests-Match-to-Sample-Visual-Search.asp?t=Attention
trm_50f9952c2311a	15010085	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15010085&retmode=ref&cmd=prlinks	The Penn Conditional Exclusion Test: a new measure of executive-function with alternate forms of repeat administration.
trm_50f9952c2311a	15037343	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15037343&retmode=ref&cmd=prlinks	The Penn Conditional Exclusion Test (PCET): relationship to the Wisconsin Card Sorting Test and work function in patients with schizophrenia.
trm_50f9952c2311a	19945485	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19945485&retmode=ref&cmd=prlinks	A cognitive neuroscience-based computerized battery for efficient measurement of individual differences: standardization and initial construct validation.
trm_50f998dcbfcc8	20163875	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20163875&retmode=ref&cmd=prlinks	Asocial beliefs as predictors of asocial behavior in schizophrenia.
trm_50f998dcbfcc8	16452608	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16452608&retmode=ref&cmd=prlinks	Flat affect in schizophrenia: relation to emotion processing and neurocognitive measures.
trm_50f998dcbfcc8	19945485	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19945485&retmode=ref&cmd=prlinks	A cognitive neuroscience-based computerized battery for efficient measurement of individual differences: standardization and initial construct validation.
trm_50f99e56117fe	15010085	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15010085&retmode=ref&cmd=prlinks	The Penn Conditional Exclusion Test: a new measure of executive-function with alternate forms of repeat administration.
trm_50f99e56117fe	16199846	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16199846&retmode=ref&cmd=prlinks	Face recognition memory deficits and visual object memory performance in patients with schizophrenia and their relatives.
trm_50f99e56117fe	19945485	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19945485&retmode=ref&cmd=prlinks	A cognitive neuroscience-based computerized battery for efficient measurement of individual differences: standardization and initial construct validation.
trm_50f9daf1c3834	19945485	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19945485&retmode=ref&cmd=prlinks	A cognitive neuroscience-based computerized battery for efficient measurement of individual differences: standardization and initial construct validation.
trm_5106eae236c21		doi: 10.1037/h0080768	Effects of Canadianization of American-biased items on the WAIS and WAIS-R information subtests.
trm_5106eae236c21	13729576	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=13729576&retmode=ref&cmd=prlinks	Item difficulty of the WAIS information subtest for a chronic schizophrenic sample.
trm_5106eae236c21			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_5106eee90937a	5789205	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=5789205&retmode=ref&cmd=prlinks	The Benton, Porteus and WAIS digit span tests with normal and brain-injured subjects.
trm_5106eee90937a	16244123	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16244123&retmode=ref&cmd=prlinks	WAIS digit span-based indicators of malingered neurocognitive dysfunction: classification accuracy in traumatic brain injury.
trm_5106eee90937a			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_5106f17025386	14518821	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14518821&retmode=ref&cmd=prlinks	Rising verbal intelligence scores: implications for research and clinical practice.
trm_5106f17025386	7200216	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7200216&retmode=ref&cmd=prlinks
trm_5106f17025386			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_5106f4dfe08b1	19205948	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19205948&retmode=ref&cmd=prlinks	The effect of cognitive, personality, and background factors on the WAIS-III Arithmetic subtest.
trm_5106f4dfe08b1	5121823	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=5121823&retmode=ref&cmd=prlinks	Problem-solving behavior in suicidal adolescents.
trm_5106f4dfe08b1			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_5106f82530aff	22866683	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22866683&retmode=ref&cmd=prlinks	A Route to Well-Being: Intelligence Versus Wise Reasoning.
trm_5106f82530aff	21764563	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21764563&retmode=ref&cmd=prlinks	Remission and recovery during the first outpatient year of the early course of schizophrenia.
trm_5106f82530aff			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_510703e93367e	2293190	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2293190&retmode=ref&cmd=prlinks	Diagnostic and intellectual implications of the fragmented Rorschach W:D ratio.
trm_510703e93367e	6661405	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6661405&retmode=ref&cmd=prlinks	The relationship of depression and thought disorder in pain patients.
trm_510703e93367e			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_5107067241007	15610932	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15610932&retmode=ref&cmd=prlinks	Predicting denial function of schizophrenic patients by the picture completion subtest of WAIS-R.
trm_5107067241007	20924983	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20924983&retmode=ref&cmd=prlinks	Use of the WAIS-III picture completion subtest as an embedded measure of response bias.
trm_5107067241007			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_51070ae889d95	19726414	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19726414&retmode=ref&cmd=prlinks	Progression in prediagnostic Huntington disease.
trm_51070ae889d95	6037389	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6037389&retmode=ref&cmd=prlinks	The WAIS picture arrangement test in British psychiatric patients.
trm_51070ae889d95			http://www.helloq.com/overview/assessment-library/wais-iv/
trm_51071fc87a61f
trm_512e7621189ad	23175825	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23175825&retmode=ref&cmd=prlinks	Perceptual criteria in the human brain.
trm_5154906cbead5	23420421	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23420421&retmode=ref&cmd=prlinks	Does face inversion qualitatively change face processing: An eye movement study using a face change detection task.
trm_5154906cbead5	23333876	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23333876&retmode=ref&cmd=prlinks	Semantic consistency versus perceptual salience in visual scenes: findings from change detection.
trm_5154906cbead5	23421509	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23421509&retmode=ref&cmd=prlinks	Working Memory Inefficiency: Minimal Information Is Utilized in Visual Recognition Tasks.
trm_515495b718cd6	20230159	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20230159&retmode=ref&cmd=prlinks	The dot pattern expectancy task: reliability and replication of deficits in schizophrenia.
trm_5176cf2c19e89
trm_5176cf9d3d512
trm_5181f83b77fa4	18245044	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18245044&retmode=ref&cmd=prlinks	Common neural substrates for inhibition of spoken and manual responses.
trm_5181f83b77fa4	18822313	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18822313&retmode=ref&cmd=prlinks	Models of response inhibition in the stop-signal and stop-change paradigms.
trm_5181f83b77fa4	6232345	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6232345&retmode=ref&cmd=prlinks	On the ability to inhibit simple and choice reaction time responses: a model and a method.
trm_5181f83b77fa4	16510720	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16510720&retmode=ref&cmd=prlinks	Cortical and subcortical contributions to Stop signal response inhibition: role of the subthalamic nucleus.
trm_5181f83b77fa4	18799345	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18799345&retmode=ref&cmd=prlinks	Response inhibition in the stop-signal paradigm.
trm_5181f863d24f4	18245044	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18245044&retmode=ref&cmd=prlinks	Common neural substrates for inhibition of spoken and manual responses.
trm_5181f863d24f4	18822313	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18822313&retmode=ref&cmd=prlinks	Models of response inhibition in the stop-signal and stop-change paradigms.
trm_5181f863d24f4	6232345	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6232345&retmode=ref&cmd=prlinks	On the ability to inhibit simple and choice reaction time responses: a model and a method.
trm_5181f863d24f4	16510720	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16510720&retmode=ref&cmd=prlinks	Cortical and subcortical contributions to Stop signal response inhibition: role of the subthalamic nucleus.
trm_5181f863d24f4	18799345	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18799345&retmode=ref&cmd=prlinks	Response inhibition in the stop-signal paradigm.
trm_5181fb7bf350b	11734855	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11734855&retmode=ref&cmd=prlinks	Interactive memory systems in the human brain.
trm_51a637dfeffd5	25802068	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25802068&retmode=ref&cmd=prlinks	Variability and stability in the McGurk effect: contributions of participants, stimuli, time, and response type.
trm_51c453f64d2a6	7972591	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7972591&retmode=ref&cmd=prlinks	Dual-task interference in simple tasks: data and theory.
trm_51d6fe3f3942f
trm_5206bf053acf4
trm_5208fe678c652
trm_52167db323438
trm_521687032f822
trm_523c7a0a73cf5
trm_523ca67b786d5
trm_523df616da8a6
trm_523dfd5b7a9f1
trm_523e10cad0ce6
trm_523f58d91f2c0
trm_523f5c17d7edb
trm_524055ac4fecf
trm_52405b6f7ebe9
trm_524b4a402c87e
trm_524b563fb87c8
trm_5255c99be1e53
trm_5258346e72223
trm_525c4a78089ad
trm_525c4cb94bfff
trm_525c56680c13c
trm_525d847e2bd0b
trm_526027c99b726
trm_52602c143d3a9
trm_52602e2e0c43b
trm_5262c98a09546
trm_5262cb3d852c0
trm_5262d6d7b2097
trm_5262d903ae91d
trm_5266bc6473fd8
trm_5266bebe14d2e
trm_526943e3cbaaf
trm_526af65b16c82
trm_527138126fb20
trm_52713c85c0bd2
trm_527143a263937
trm_52717a95a3b03
trm_52718631bc934
trm_5272806688e63
trm_5298e7a465b41
trm_5298ed1336e43
trm_5298f15fe0fcf
trm_529911569b592
trm_529ce04b778b6
trm_529ce3d22be3e
trm_529ce6ecb35f8
trm_529d087705bfa
trm_534690b0e9dc5	18245043	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18245043&retmode=ref&cmd=prlinks	A developmental fMRI study of reading and repetition reveals changes in phonological and visual mechanisms over age.
trm_534690b0e9dc5	19874898	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19874898&retmode=ref&cmd=prlinks	Cortical gamma-oscillations modulated by listening and overt repetition of phonemes.
trm_5346927710e88
trm_534692ef3b5df	23628139	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23628139&retmode=ref&cmd=prlinks	A test-retest fMRI dataset for motor, language and spatial attention functions.
trm_5346938eed092	23628139	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23628139&retmode=ref&cmd=prlinks	A test-retest fMRI dataset for motor, language and spatial attention functions.
trm_53c4465b0466f	27431759	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27431759&retmode=ref&cmd=prlinks	The effects of an action&#39;s
trm_53c4465b0466f	26117505	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26117505&retmode=ref&cmd=prlinks	The neural basis of conceptualizing the same action at different levels of abstraction.
trm_53c4465b0466f	20959510	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20959510&retmode=ref&cmd=prlinks	Dissociable neural systems support retrieval of how and why action knowledge.
trm_53c4465b0466f	20146607	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20146607&retmode=ref&cmd=prlinks	Identifying the what, why, and how of an observed action: an fMRI study of mentalizing and mechanizing during action observation.
trm_53c4465b0466f	22019857	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22019857&retmode=ref&cmd=prlinks	An integrative model of the neural systems supporting the comprehension of observed emotional behavior.
trm_53c4465b0466f	22399779	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22399779&retmode=ref&cmd=prlinks	Dissociating modality-specific and supramodal neural systems for action understanding.
trm_53c4465b0466f	23221019	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23221019&retmode=ref&cmd=prlinks	The busy social brain: evidence for automaticity and control in the neural systems supporting social cognition and action understanding.
trm_53c4465b0466f	25911123	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25911123&retmode=ref&cmd=prlinks	Folk explanations of behavior: a specialized use of a domain-general mechanism.
trm_53c4465b0466f	25603027	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25603027&retmode=ref&cmd=prlinks	The Default Mode of Human Brain Function Primes the Intentional Stance.
trm_53c4465b0466f	27803286	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27803286&retmode=ref&cmd=prlinks	The neural basis of understanding the expression of the emotions in man and animals.
trm_53c4465b0466f	24844746	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24844746&retmode=ref&cmd=prlinks	Validating the Why/How contrast for functional MRI studies of Theory of Mind.
trm_54e69c642d89b
trm_54f93101b2fd8
trm_550b50095d4a3
trm_550b53d7dd674	24417550	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24417550&retmode=ref&cmd=prlinks	Functional connectivity-based parcellation of the human sensorimotor cortex.
trm_550b54a8b30f4
trm_550b557e5f90e
trm_550b5a47aa23e
trm_550b5b066d37b	12482086	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12482086&retmode=ref&cmd=prlinks	The amygdala response to emotional stimuli: a comparison of faces and scenes.
trm_550b5c1a7f4db
trm_5519c2645167e	11115328	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11115328&retmode=ref&cmd=prlinks	Auditory sensory dysfunction in schizophrenia: imprecision or distractibility?
trm_5519c2645167e	11018486	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11018486&retmode=ref&cmd=prlinks	Associated deficits in mismatch negativity generation and tone matching in schizophrenia.
trm_5519c2d8d7b1d	25749993	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25749993&retmode=ref&cmd=prlinks	Deviance detection in auditory subcortical structures: what can we learn from neurochemistry and neural connectivity?
trm_5519c2d8d7b1d	21669238	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21669238&retmode=ref&cmd=prlinks	Auditory deviance detection revisited: evidence for a hierarchical novelty system.
trm_5519c329eb334
trm_5519c3eaa3fb7	19248731	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19248731&retmode=ref&cmd=prlinks	A comparison of two word-recognition tasks in multitalker babble: Speech Recognition in Noise Test (SPRINT) and Words-in-Noise Test (WIN).
trm_5519c4bb1d1ee	23942129	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23942129&retmode=ref&cmd=prlinks	Brain mechanisms for simple perception and bistable perception.
trm_5519c4bb1d1ee		http://en.wikipedia.org/wiki/Spinning_Dancer#/media/File:Spinning_Dancer.gif	Example of Bistability
trm_5519c4bb1d1ee	16684556	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16684556&retmode=ref&cmd=prlinks	Endogenous influences on perceptual bistability depend on exogenous stimulus characteristics.
trm_5519c5f2ad56f	25681327	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25681327&retmode=ref&cmd=prlinks	The just-noticeable difference in speech-to-noise ratio.
trm_5519c5f2ad56f	12382105	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12382105&retmode=ref&cmd=prlinks	Auditory processing deficits in reading disabled adults.
trm_5519c7f17de9f	9327060	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9327060&retmode=ref&cmd=prlinks	The role of feedback in learning a vernier discrimination task.
trm_5519c7f17de9f	10755160	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10755160&retmode=ref&cmd=prlinks	Effects of biased feedback on learning and deciding in a vernier discrimination task.
trm_5519c85ed1e8d	14766137	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14766137&retmode=ref&cmd=prlinks	Contour integration and cortical processing.
trm_5519c85ed1e8d		http://www.gestaltrevision.be/en/what-we-do/individual-projects/51-phds/177-towards-a-dynamic-eye-movement-model-of-contour-integration	Towards a dynamic eye movement model of contour integration
trm_551b05e03be48	9606931	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9606931&retmode=ref&cmd=prlinks	On the generality of the perceptual closure effect.
trm_551b06cf9783b	2370588	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2370588&retmode=ref&cmd=prlinks	Critical color differences determined with a visual search task.
trm_551b0bb59173d	12803537	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12803537&retmode=ref&cmd=prlinks	Contour interpolation by vector-field combination.
trm_551b0bb59173d	9616473	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9616473&retmode=ref&cmd=prlinks	Interpolation processes in the perception of real and illusory contours.
trm_551b0c0a742d2			Spatial interactions in human vision: from near to far via experience-dependent cascades of connections.
trm_551b0c616de16
trm_551b0cdcde976
trm_551b0d687ee33		http://www.scholarpedia.org/article/Figure-ground_perception	Figure-ground perception
trm_551b0d687ee33	9243966	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9243966&retmode=ref&cmd=prlinks	Cortical dynamics of three-dimensional figure-ground perception of two-dimensional pictures.
trm_551b0d687ee33		http://www.csun.edu/~vcoao0el/de361/de361s101_folder/FGembededTasks.html#next5	Examples of Embedded figure ground task in the visual modality
trm_551b0dc4e4359	11383970	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11383970&retmode=ref&cmd=prlinks	Susceptibility to illusions and performance on visuospatial tasks in individuals with autism.
trm_551b0dc4e4359		http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2745710/	Normal susceptibility to visual illusions in abnormal development: evidence from Williams Syndrome.
trm_551b0e17c6c76
trm_551b0e6b88363
trm_551b0ee81fb6b		http://dx.doi.org/10.1016/S0959-4388(03)00040-0	The neural basis of object perception
trm_551b0f2b930ab		doi:10.1016/j.neuron.2012.01.010.	 How does the brain solve visual object recognition?
trm_551b0f2b930ab	8759451	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8759451&retmode=ref&cmd=prlinks	Saccade target selection and object recognition: evidence for a common attentional mechanism.
trm_551b0fd03d7d8	20055538	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20055538&retmode=ref&cmd=prlinks	A (fascinating) litmus test for human retino- vs. non-retinotopic processing.
trm_551b0fd03d7d8	23042742	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23042742&retmode=ref&cmd=prlinks	Strength of retinotopic representation of visual memories is modulated by strategy.
trm_551b0fd03d7d8		http://www.ncbi.nlm.nih.gov/books/NBK10944/	The Retinotopic Representation of the Visual Field
trm_551b1004bc652
trm_551b107c5c111
trm_551b1460e89a3
trm_551b14d7d5882
trm_551b153bc78fc		doi:10.1093/schbul/sbn148	Functional MRI of Verbal Self-monitoring in Schizophrenia: Performance and Illness-specific Effects.
trm_551b15af981c6		http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3619626/	Learning and exploration in action-perception loops.
trm_551b17b190582	14744578	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14744578&retmode=ref&cmd=prlinks	Effects of a go/nogo task on event-related potentials following somatosensory stimulation.
trm_551b17b190582	3559672	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=3559672&retmode=ref&cmd=prlinks	Responses of nigrostriatal dopamine neurons to high-intensity somatosensory stimulation in the anesthetized monkey.
trm_551b1b6f6a262	12855357	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12855357&retmode=ref&cmd=prlinks	Brain activity during auditory backward and simultaneous masking tasks.
trm_551efd39a74dd
trm_551efd8a98162		doi:10.1037/a0016944	Identification of Emotional Facial Expressions Following Recovery From Depression.
trm_551efdcd10677		http://www.opticsinfobase.org/view_article.cfm?gotourl=http%3A%2F%2Fwww%2Eopticsinfobase%2Eorg%2FDirectPDFAccess%2FDAD85936%2DD44D%2D3A7C%2DFB7089FD701CED66%5F132525%2Fjosa%2D56%2D8%2D1141%2Epdf%3Fda%3D1%26id%3D132525%26seq%3D0%26mobile%3Dno&org=	Spatial and temporal contrast-sensitivity functions of the visual system
trm_551efdcd10677			Contrast sensitivity testing in clinical practice.
trm_551efdfd1a356	10606015	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10606015&retmode=ref&cmd=prlinks	Left hand advantage in a self-face recognition task.
trm_551efeacb9deb	15599719	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15599719&retmode=ref&cmd=prlinks	Effects of ISI and stimulus probability on event-related go/nogo potentials after somatosensory stimulation.
trm_551eff0fdab74
trm_551f0634b2607	15804929	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15804929&retmode=ref&cmd=prlinks	Abnormal spatial and non-spatial cueing effects in mild cognitive impairment and Alzheimer&#39;s disease.
trm_551f0634b2607	24467679	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24467679&retmode=ref&cmd=prlinks	Disentangling attention from action in the emotional spatial cueing task.
trm_551f0634b2607	15732696	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15732696&retmode=ref&cmd=prlinks	Changing features do not guide attention in change detection: evidence from a spatial cuing paradigm.
trm_551f06a08dcc4	23444107	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23444107&retmode=ref&cmd=prlinks	On the automaticity of contingent capture: disruption caused by the attentional blink.
trm_551f06a08dcc4	24708498	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24708498&retmode=ref&cmd=prlinks	Fearful, but not angry, expressions diffuse attention to peripheral targets in an attentional blink paradigm.
trm_551f0713a5a17	1374704	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1374704&retmode=ref&cmd=prlinks	Intermodal selective attention. II. Effects of attentional load on processing of auditory and visual stimuli in central space.
trm_551f0713a5a17	1374703	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1374703&retmode=ref&cmd=prlinks	Intermodal selective attention. I. Effects on event-related potentials to lateralized auditory and visual stimuli.
trm_551f0757982bc
trm_551f07a281283		10.1177/0963721410370295	Attention, Distraction, and Cognitive Control Under Load
trm_551f0857e1db8	15907304	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15907304&retmode=ref&cmd=prlinks	The activation of attentional networks.
